User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Erma Denis,6197922,4349385,3/19/2020,66405,"Rollingstone, MN",Bike & Car Accident,01/27/2021,03/12/2021,11999,44309,0,4054327,56
Rebecca Glandon,9573199,9670977,6/1/2020,19065,"Maunie, IL",Auto Theft,07/15/2020,02/24/2021,2839,59302,1,5440036,43
Todd Thompson,7160927,5310123,9/14/2020,36694,"Woodbury Center, CT",Bike & Car Accident,11/15/2021,11/15/2021,17234,23439,1,5890176,52
Mary Haith,1252758,5949563,8/26/2020,59769,"Clear Creek, CA",Auto Theft,04/10/2021,07/04/2021,18174,57360,0,7190836,40
Alexander Coleman,2548030,9294148,1/21/2020,43069,"Greenfield, TN",Multiple Car Accident,07/25/2020,01/19/2021,16049,58578,0,6946009,48
Martina Brickell,9111418,6329877,5/26/2020,13372,"Del Rio, TX",Bike & Car Accident,04/16/2021,07/11/2021,4002,15147,0,2771287,47
Stanley Romero,4153397,5750964,2/26/2020,96767,"Aliquippa, PA",Multiple Car Accident,09/11/2020,02/14/2021,10587,23879,0,3704413,40
Bruce Rodriguez,4417866,6892234,11/4/2020,40804,"Broadview, MT",Bike & Car Accident,06/02/2021,09/17/2021,9915,30508,0,7316821,43
Rosa Mcdorman,4016210,5310123,3/12/2020,68087,"Campbellsport, WI",Hit and Run,07/26/2021,08/03/2021,17681,13222,1,1623722,19
Donald Rothenbach,5207027,9670977,2/18/2020,88825,"Elk Creek, KY",Auto Theft,07/06/2020,07/13/2020,11751,18174,1,3205935,63
Michele Woodruff,7343793,3899963,7/26/2020,29625,"Dexter, NM",Multiple Car Accident,03/03/2021,10/07/2021,15020,18617,0,2052146,30
Kristin Stone,2246677,2978311,4/14/2020,37041,"North Liberty, IN",Bike & Car Accident,07/15/2021,10/21/2021,7402,54173,1,3622233,35
Rebecca Mora,8467152,2600634,2/4/2020,22949,"Aliceville, AL",Multiple Car Accident,05/04/2021,06/01/2021,17929,18481,1,1397907,60
Jennie Hayden,2950795,1769347,9/23/2020,39787,"Wathena, KS",Bike & Car Accident,03/22/2021,09/28/2021,14276,37146,1,7172829,27
John Blum,2084218,2762233,3/1/2020,62434,"Duchess Landing, OK",Auto Theft,09/02/2020,01/30/2021,2454,56384,1,3807980,63
Gladys Lor,6678281,5426301,5/21/2020,98596,"Amity, OR",Auto Theft,09/04/2021,10/31/2021,10367,9274,0,5282269,59
Leigh Scott,3358473,6856684,10/11/2020,22614,"Necedah, WI",Auto Theft,11/25/2020,05/21/2021,17586,54952,0,5115205,27
Shannon Oetzel,7239452,3486461,3/12/2020,98612,"Monett, MO",Single Car Accident,03/05/2021,05/18/2021,8687,15937,0,6345100,30
Rhonda Mcclellan,6298917,2053315,3/25/2020,34756,"Stanton, TX",Multiple Car Accident,06/27/2020,08/20/2021,5283,7700,0,8996285,58
Robert Hickson,1174733,8322674,6/16/2020,58217,"Salix, PA",Bike & Car Accident,12/19/2020,02/26/2021,15133,33415,0,3857100,43
Paul Mcintyre,2495669,5766311,7/5/2020,64529,"Vandervoort, AR",Auto Theft,12/16/2020,11/23/2021,16102,40673,1,6561555,48
Mary Uppencamp,8760734,8462791,12/24/2020,79768,"Boronda, CA",Hit and Run,05/24/2021,07/13/2021,11958,38121,0,2469855,24
Nettie Kappeler,4564465,6657479,7/19/2020,50931,"Jeffersonville, NY",Single Car Accident,07/09/2021,10/25/2021,19548,55518,0,8346201,61
Thomas Pierce,4477015,3164855,11/18/2020,63970,"Battle Lake, MN",Auto Theft,07/06/2021,11/16/2021,17070,34263,0,6919543,53
Miguel Rose,9586619,6240696,3/13/2020,96352,"Bovey, MN",Hit and Run,06/05/2020,02/06/2021,6142,38442,1,2843523,33
Bessie Alonzo,4678030,6650831,8/1/2020,87589,"Jerseyville, IL",Bike & Car Accident,10/21/2020,10/27/2021,17857,39718,1,9777817,32
Hulda Butler,6830415,2855662,12/1/2020,44482,"Marshall, IN",Multiple Car Accident,10/02/2021,10/08/2021,5629,26001,0,2942777,32
Shirley Bradley,4365288,7290202,2/15/2020,42261,"Childersburg, AL",Single Car Accident,06/28/2021,09/25/2021,14971,43726,0,9135874,54
David Racki,1457882,4516163,9/13/2020,55510,"White City, FL",Single Car Accident,09/18/2021,09/22/2021,11589,44687,0,4445843,30
Mark Henson,5410152,1486576,3/26/2020,97395,"Forrest, IL",Auto Theft,07/07/2021,09/07/2021,17629,48341,0,6268665,21
Anthony White,6948956,9092190,7/23/2020,55904,"Willow Springs, MO",Single Car Accident,04/13/2021,11/04/2021,15239,5749,0,7905557,19
Ricky Wimmer,7094370,3124395,8/3/2020,28673,"Keokee, VA",Hit and Run,03/05/2021,08/06/2021,8559,51271,0,8918812,49
Susan Clevenger,7331450,5873533,4/23/2020,28368,"Gwynn, VA",Multiple Car Accident,07/14/2021,07/18/2021,14056,33446,0,6598767,56
Paul Mcintyre,2495669,5766311,7/5/2020,64529,"Vandervoort, AR",Auto Theft,12/16/2020,11/23/2021,16102,40673,0,3505534,48
Sheila Cardwell,1435144,9430892,1/13/2020,63382,"Fish Lake, MN",Auto Theft,02/11/2021,09/10/2021,3066,51912,0,5934460,55
Dennis Lejeune,9877399,1769347,4/24/2020,51062,"Lidderdale, IA",Single Car Accident,08/02/2021,10/11/2021,8155,43877,0,6148789,37
Diane Harris,1014616,2978311,9/15/2020,49029,"Corunna, IN",Multiple Car Accident,07/07/2021,08/21/2021,18581,32804,0,1285104,37
Erma Denis,6197922,4349385,3/19/2020,91659,"Rio Verde, AZ",Single Car Accident,11/13/2020,08/04/2021,16383,44309,0,7105308,56
Mary Haith,1252758,5949563,8/26/2020,67576,"Le Flore, OK",Bike & Car Accident,12/05/2020,11/07/2021,14740,57360,0,6492743,40
Bruce Rodriguez,4417866,6892234,11/4/2020,19516,"Bruno, NE",Auto Theft,10/16/2020,08/25/2021,15790,30508,0,1904746,43
Kristin Stone,2246677,4157279,4/14/2020,98952,"Merrill, MI",Hit and Run,07/10/2021,10/07/2021,5538,54173,0,4205831,35
Shannon Oetzel,7239452,3486461,3/12/2020,61644,"Biscayne Park, FL",Hit and Run,11/16/2020,12/10/2020,3381,15937,0,1245715,30
Paul Mcintyre,2495669,5766311,7/5/2020,89755,"Como, MS",Hit and Run,08/18/2020,10/25/2021,7523,40673,0,5602667,48
Bessie Alonzo,5778276,6650831,8/1/2020,52124,"Comanche, TX",Hit and Run,11/09/2021,11/24/2021,14221,39718,0,1581042,32
Hulda Butler,6830415,2855662,12/1/2020,87859,"Hosmer, SD",Auto Theft,02/03/2021,03/11/2021,17441,26001,0,6134879,32
David Racki,1457882,4516163,9/13/2020,62336,"Rogers, MN",Auto Theft,09/24/2020,08/20/2021,18030,44687,0,3306747,30
Danielle Dietzler,6717879,1787677,9/1/2020,28301,"Rock Rapids, IA",Bike & Car Accident,07/25/2021,10/13/2021,9390,44266,0,8929910,37
Dennis Lejeune,9877399,1769347,4/24/2020,71280,"Hessmer, LA",Hit and Run,11/23/2021,11/27/2021,11869,43877,0,8839577,37
Martina Brickell,9111418,6329877,5/26/2020,12023,"Holland, OH",Single Car Accident,10/22/2020,10/24/2020,4406,15147,0,6146141,47
Kristin Stone,2246677,4157279,4/14/2020,15786,"East Newnan, GA",Multiple Car Accident,03/08/2021,05/28/2021,19744,54173,0,8575399,35
John Blum,2084218,2762233,3/1/2020,78062,"Castroville, TX",Auto Theft,09/20/2020,11/29/2020,8610,56384,0,5956948,63
Nettie Kappeler,4564465,6657479,7/19/2020,13363,"Midtown, TN",Hit and Run,12/21/2020,06/04/2021,8087,55518,0,3951439,61
Hulda Butler,6830415,2855662,12/1/2020,20339,"Guilford Center, CT",Bike & Car Accident,10/22/2020,06/02/2021,13736,26001,0,9505643,32
Diane Harris,1014616,2978311,9/15/2020,24803,"Chester, NY",Hit and Run,01/01/2021,06/19/2021,12245,32804,0,9892771,37
Kristin Stone,2246677,4157279,4/14/2020,19024,"Big Sandy, TN",Hit and Run,09/12/2021,09/13/2021,7012,54173,0,3006311,35
Jennie Hayden,2950795,4104086,9/23/2020,31356,"Waterville, MN",Bike & Car Accident,07/07/2021,08/31/2021,5843,37146,0,4958862,27
Nettie Kappeler,4564465,6657479,7/19/2020,65284,"Drummond, ID",Single Car Accident,04/10/2021,09/06/2021,5886,55518,0,4107071,61
