User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Mario Phillips,8009547,3237199,5/25/2020,64675,"Levering, MI",Bike & Car Accident,12/22/2020,07/11/2021,16517,29302,0,7778119,55
Alice Spangler,2013006,6007742,6/4/2020,46260,"Livingston, TN",Bike & Car Accident,09/16/2021,11/09/2021,4600,30584,0,6809868,56
Samuel Herrera,6759745,9963941,6/23/2020,46038,"South San Jose Hills, CA",Multiple Car Accident,05/03/2021,08/31/2021,14485,24928,0,3027690,30
Roy Smith,4130716,3672418,12/20/2020,58985,"Emery, UT",Multiple Car Accident,06/29/2021,09/17/2021,4820,18225,0,1443077,44
Anthony Kelly,2507493,2624637,6/16/2020,10007,"Shoshoni, WY",Hit and Run,03/22/2021,08/05/2021,18480,35502,0,8943277,16
George Prestidge,6460714,4449976,6/2/2020,39077,"Deer Creek, MN",Hit and Run,02/16/2021,10/27/2021,12654,56075,1,5374550,52
Sharon Upshaw,1881347,6841652,3/11/2020,19207,"Dix, NE",Multiple Car Accident,01/11/2021,03/05/2021,16707,51166,1,5606113,22
Cameron Skoog,4599055,6823406,8/21/2020,98717,"Forest City, IA",Auto Theft,01/17/2021,02/22/2021,7775,31203,0,7549463,38
Laurie Dean,7400354,4553140,1/8/2020,71642,"Blenheim, SC",Auto Theft,11/24/2020,07/13/2021,3365,15683,0,5689765,49
William Creekmore,5225247,6244908,6/9/2020,27330,"Indian Springs Village, AL",Auto Theft,06/28/2020,10/20/2020,19851,10115,1,9578677,26
James Williams,2717172,7191767,1/7/2020,66645,"Wiley, CO",Bike & Car Accident,07/14/2021,11/15/2021,12501,51719,1,8641366,54
Raymond Barnes,4425580,1063061,12/22/2020,11465,"La Plant, SD",Hit and Run,11/22/2021,11/25/2021,15658,5896,0,7632982,53
Joshua Thornton,6687160,7456723,3/8/2020,35244,"Belle Meade, TN",Bike & Car Accident,09/28/2021,11/06/2021,8095,46283,0,9937088,19
Johnny Owens,9586809,6592645,6/5/2020,62829,"Gallatin, TN",Bike & Car Accident,11/08/2021,11/17/2021,3993,11697,0,3003723,17
Kim Porter,8596026,1396491,10/16/2020,66444,"Puget Island, WA",Bike & Car Accident,06/11/2021,10/05/2021,7291,59776,1,3340640,33
Kimberly Reichenbach,2749276,6116826,7/7/2020,37790,"Stapleton, GA",Hit and Run,08/09/2020,12/25/2020,8930,58019,1,5343050,63
Vaughn Lee,1458193,8453076,11/3/2020,90138,"Ollie, IA",Hit and Run,07/25/2021,10/11/2021,4160,27281,0,6587539,33
John Kenney,9254432,3750435,12/1/2020,38151,"Hazel Green, KY",Bike & Car Accident,01/19/2021,06/26/2021,19498,41539,1,3658252,50
Edna Bell,9893803,7097193,8/27/2020,85620,"Vanderbilt, TX",Hit and Run,10/30/2020,01/06/2021,18669,17169,1,3905205,23
Adam Fowler,6138463,2280393,7/17/2020,86482,"Lake Placid, FL",Hit and Run,10/08/2021,10/16/2021,14526,59091,1,5179355,22
Robin Rodriguez,9479454,3513430,6/4/2020,75361,"Fence Lake, NM",Multiple Car Accident,02/10/2021,06/21/2021,9728,21020,0,3902471,54
Joyce Mcleod,7736506,5064359,9/26/2020,14909,"Lindenwold, NJ",Multiple Car Accident,05/10/2021,07/02/2021,8765,52975,0,1566040,53
Alfred Gonzales,1140052,1670640,2/11/2020,90783,"Willow Oak, FL",Hit and Run,03/25/2020,05/13/2021,13179,46614,0,9860888,26
Mavis Watson,1702328,8321180,6/20/2020,27375,"Nash, TX",Bike & Car Accident,08/27/2021,09/16/2021,11341,27750,0,7028855,25
Kim Porter,1826967,1396491,10/16/2020,66444,"Puget Island, WA",Bike & Car Accident,06/11/2021,10/05/2021,7291,59776,0,2235105,33
Lowell Kersey,1852137,7097193,10/18/2020,66789,"Spring Hill, IN",Bike & Car Accident,05/04/2020,10/29/2020,10390,41644,0,3560463,42
Ray Balistrieri,3484463,1928881,8/12/2020,78260,"New Providence, IA",Single Car Accident,05/14/2020,09/30/2021,4477,51135,0,4216884,49
Lena Mullin,1350969,6869236,5/28/2020,75846,"Washington, AR",Hit and Run,09/11/2021,11/23/2021,16592,27259,0,9398842,54
Mavis Watson,1702328,8321180,6/20/2020,82669,"Jacksonville, AR",Bike & Car Accident,02/05/2021,08/26/2021,10883,27750,0,2520369,25
Wallace Barton,2284456,1168990,7/9/2020,84768,"Alta, CA",Single Car Accident,07/18/2020,12/02/2020,16913,49782,0,6043449,16
Mario Phillips,8009547,3237199,5/25/2020,46928,"Corwin Springs, MT",Multiple Car Accident,09/28/2021,10/08/2021,14194,29302,0,8784771,55
Samuel Herrera,6759745,9963941,6/23/2020,40428,"Brethren, MI",Multiple Car Accident,07/08/2020,12/20/2020,10028,24928,0,7847393,30
Roy Smith,4130716,3672418,12/20/2020,87486,"Chatfield, MN",Hit and Run,03/17/2020,09/13/2021,12607,18225,0,7703742,44
Anthony Kelly,2507493,2624637,6/16/2020,93157,"Bowmans Addition, MD",Single Car Accident,05/19/2021,09/12/2021,3484,35502,0,2199905,16
Cameron Skoog,4599055,6823406,8/21/2020,52850,"Mesita, NM",Hit and Run,10/18/2020,12/24/2020,2001,31203,0,4502563,38
Laurie Dean,7400354,4553140,1/8/2020,97958,"Walnut Grove, CA",Bike & Car Accident,12/09/2020,01/14/2021,5463,15683,0,2117538,49
William Creekmore,5225247,6244908,6/9/2020,87837,"Stockham, NE",Hit and Run,08/09/2021,10/09/2021,3434,10115,0,9561830,26
Kimberly Reichenbach,2749276,6116826,7/7/2020,55613,"Walnut Hill, IL",Bike & Car Accident,09/17/2021,11/08/2021,14926,58019,0,5734557,63
John Kenney,5104238,3750435,12/1/2020,38681,"Dorchester, TX",Single Car Accident,02/24/2020,11/26/2020,18668,41539,0,8730256,50
Ray Balistrieri,3484463,1928881,8/12/2020,13841,"Shannon City, IA",Auto Theft,02/20/2020,02/27/2020,19763,51135,0,8737128,49
Georgina Monahan,8070697,7089914,2/25/2020,90655,"Desloge, MO",Single Car Accident,05/16/2020,07/01/2021,5487,8951,0,5804009,59
Sharon Davis,6460714,8478806,10/6/2020,32118,"Bayfield, WI",Multiple Car Accident,11/01/2021,11/08/2021,14645,46426,0,6707688,32
Kimberly Martin,8884563,7855800,2/10/2020,74385,"Eufaula, AL",Single Car Accident,02/12/2020,04/17/2021,16380,21187,0,4056488,35
Alice Spangler,2013006,6007742,6/4/2020,24007,"Homeworth, OH",Single Car Accident,11/07/2021,11/12/2021,6917,30584,0,5728379,56
Laurie Dean,7400354,4553140,1/8/2020,87417,"Cedar, KS",Multiple Car Accident,02/22/2020,09/28/2020,16050,15683,0,4824554,49
John Kenney,5104238,3750435,12/1/2020,64104,"Gardnertown, NY",Single Car Accident,11/01/2021,11/14/2021,2924,41539,0,3171847,50
Edna Bell,9893803,1770608,8/27/2020,52234,"McCormick, SC",Auto Theft,10/17/2020,02/16/2021,3199,17169,0,6995015,23
Georgina Monahan,8070697,7089914,2/25/2020,10323,"Eden, WY",Auto Theft,03/29/2020,10/04/2021,10984,8951,0,2282009,59
Sharon Davis,6460714,8478806,10/6/2020,54494,"Glen Haven, WI",Bike & Car Accident,07/26/2020,07/26/2020,6450,46426,0,3074230,32
Karla Frazier,2690164,6637103,3/17/2020,26770,"Fayetteville, OH",Multiple Car Accident,09/16/2021,11/21/2021,5787,43280,0,1161391,42
James Williams,2717172,9552070,1/7/2020,49838,"Crowley Lake, CA",Bike & Car Accident,08/12/2020,11/16/2021,9552,51719,0,8022373,54
