User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Leslie Schiel,3466111,6962000,10/27/2020,24225,"Coronita, CA",Single Car Accident,05/19/2021,06/26/2021,6383,14717,0,5444624,44
James Mavai,7553043,5438105,10/5/2020,43370,"Brewer, MO",Hit and Run,02/06/2021,05/29/2021,10269,39065,0,2619903,19
Michael Marker,3741564,3717397,2/10/2020,57586,"Lawton, OK",Hit and Run,09/22/2020,10/18/2020,12123,6131,0,1872356,26
Meredith Watson,1395949,2962393,8/9/2020,68093,"Foot of Ten, PA",Bike & Car Accident,01/24/2021,02/10/2021,5550,44216,0,3302358,61
Peggy Davis,6271223,3729656,1/15/2020,38502,"Tierra Bonita, TX",Multiple Car Accident,12/14/2020,06/11/2021,14480,57224,0,4050644,49
James Gibbs,7619141,9724374,11/26/2020,18167,"Maynard, AR",Auto Theft,11/09/2020,07/04/2021,6951,23195,0,6106770,25
Marie Humble,7842558,6799951,4/19/2020,45959,"Chenoa, IL",Auto Theft,05/07/2021,06/23/2021,17776,26892,0,1707125,54
Raymond Whitenton,3907965,1506724,6/12/2020,72792,"Sac City, IA",Single Car Accident,10/27/2020,06/25/2021,5449,12631,0,3189338,60
Steve Engel,5194602,8751337,4/11/2020,26588,"Eastvale, PA",Multiple Car Accident,01/30/2021,05/02/2021,3587,23431,0,3762980,63
Merrill Law,8052063,2706161,2/3/2020,54342,"Simmesport, LA",Hit and Run,12/14/2020,05/09/2021,12111,10762,0,7414409,54
Kelly Schmidt,7912356,8881633,9/25/2020,89535,"North Catasauqua, PA",Single Car Accident,12/03/2020,04/06/2021,8737,11024,0,4752991,60
Dennis Manzo,1505316,7708173,4/23/2020,66310,"Elgin, KS",Multiple Car Accident,01/31/2021,06/20/2021,8639,53301,0,7664963,26
Leslie Schiel,3466111,6962000,10/27/2020,59415,"Arden, DE",Auto Theft,06/25/2021,07/04/2021,5960,14717,0,4252509,44
Alice Lashley,9918370,8523010,3/6/2020,17584,"Loma Linda East, TX",Auto Theft,12/04/2020,02/17/2021,19094,57728,0,4489082,30
Dorothy Munoz,8690734,4776212,1/9/2020,68138,"Bellevue, IL",Auto Theft,01/02/2021,04/07/2021,11964,32736,0,8038192,44
Matthew Pippenger,7514788,8809974,8/19/2020,52321,"Remerton, GA",Auto Theft,06/03/2021,06/09/2021,5158,19514,0,7580929,17
Calandra Washburn,4749328,6815044,2/15/2020,36783,"Waterloo, IN",Single Car Accident,07/11/2021,07/11/2021,13318,28492,0,5367615,55
Gloria Rios,4172071,2783134,12/18/2020,35674,"Belmont, NC",Hit and Run,04/08/2021,06/18/2021,3594,18792,0,4586395,22
Kelly Schmidt,7912356,8881633,9/25/2020,33418,"Rolesville, NC",Multiple Car Accident,01/29/2021,05/25/2021,17111,11024,0,1297166,60
Alex Canas,5657276,4377990,9/16/2020,90987,"Hagan, GA",Single Car Accident,11/09/2020,12/04/2020,14149,23164,0,7448194,56
David Huston,9801810,3890868,6/19/2020,50963,"Lake Nacimiento, CA",Single Car Accident,02/27/2021,06/16/2021,12724,33159,0,4958133,58
Rhonda English,1372625,3659916,3/6/2020,60710,"Elberta, MI",Hit and Run,10/15/2020,11/04/2020,3691,14092,0,2477630,40
Kristi Kinyon,4453792,4999979,9/16/2020,43160,"Robins AFB, GA",Auto Theft,06/02/2021,06/17/2021,6408,16865,0,9841961,22
Emma Banks,3023679,8409184,6/6/2020,93702,"Gunnison, MS",Auto Theft,11/02/2020,03/12/2021,3764,35272,0,6173191,30
