User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Roosevelt Achenbach,2625386,2978502,10/19/2020,23260,"Farmington, CA",Hit and Run,05/24/2021,07/12/2021,73202,38639,0,7625881,35
Eric Moldrem,5386428,8740377,9/7/2020,28628,"Elliott, ND",Multiple Car Accident,09/08/2020,03/06/2021,26365,58233,0,7806774,46
Janet Fiscus,9800009,3088986,6/12/2020,70004,"Jeffersontown, KY",Auto Theft,06/12/2020,11/13/2020,31413,39084,0,1895740,23
Jutta Factor,4540056,9808031,11/9/2020,95636,"Cleveland, UT",Hit and Run,11/14/2020,12/02/2020,27024,37898,0,9580434,21
Leonard Cates,5081379,6484180,4/2/2020,31442,"Franklin Center, NJ",Multiple Car Accident,04/08/2020,12/01/2020,34045,36198,0,5315728,38
Christopher Vitiello,2998515,5582314,3/28/2020,85841,"Woodford, SC",Single Car Accident,03/31/2020,06/06/2021,15686,49817,0,4634100,52
Charles Thaniel,8925439,9148500,2/20/2020,43318,"Lowell, AR",Multiple Car Accident,02/25/2020,01/29/2021,16477,23201,0,4237997,37
Kathleen Wakefield,7385701,5261202,10/14/2020,21704,"Deseret, UT",Hit and Run,10/17/2020,10/26/2020,7185,9588,0,3686134,52
Gabrielle Bonds,3579084,5075813,4/20/2020,48935,"Wilder, MN",Multiple Car Accident,04/24/2020,06/19/2021,8638,25486,0,6455590,37
Kelly Mccabe,3894888,1327445,10/15/2020,47083,"West Elmira, NY",Single Car Accident,10/17/2020,01/13/2021,28351,32408,0,2689152,50
Julia Leaming,4788301,2698321,6/9/2020,25890,"Bunker Hill Village, TX",Single Car Accident,06/15/2021,06/15/2021,196486,39831,0,9269486,36
James Wilkins,9082576,7645167,11/25/2020,30746,"Woodbury, MN",Bike & Car Accident,11/26/2020,12/06/2020,24571,51750,0,4952079,31
Albert Frame,4495171,4058008,11/11/2020,34349,"Highland Beach, MD",Hit and Run,11/17/2020,04/10/2021,6227,23183,0,7394030,45
Julio Hobson,7315761,8054679,2/1/2020,57879,"Box Canyon, TX",Single Car Accident,02/02/2020,11/24/2020,28606,46603,0,8493976,21
James Gibson,7897623,1616134,7/13/2020,26236,"Chloride, AZ",Hit and Run,07/18/2020,08/19/2020,3422,7836,1,4043198,56
Barbara Rodriguez,8029774,9664520,8/11/2020,70413,"Melbourne Village, FL",Single Car Accident,08/12/2020,08/27/2020,39069,50346,1,8801015,58
Duncan Zeinert,7407019,6602236,3/8/2020,86408,"McConnell, WV",Bike & Car Accident,03/10/2020,03/25/2021,6804,21350,0,4752804,20
Pamela Robinson,5815342,5021490,3/7/2020,64399,"Spring Hope, NC",Single Car Accident,03/13/2020,07/09/2020,8163,12330,0,4092007,32
Alvaro Black,9531456,7388753,7/16/2020,70817,"Yadkinville, NC",Bike & Car Accident,07/19/2020,07/08/2021,27660,59087,1,9284398,41
Candy Miles,9655590,1206160,2/18/2020,41362,"Prairie Home, MO",Bike & Car Accident,02/22/2020,06/02/2021,21759,42583,1,3193872,60
Angela Miller,8914843,6380719,5/23/2020,23545,"Brooklyn, IL",Bike & Car Accident,05/24/2020,06/16/2020,33213,56589,0,9859096,44
Edgar Ketchum,2595309,6997693,12/28/2020,60557,"Navassa, NC",Multiple Car Accident,12/29/2020,03/18/2021,5436,9094,0,6973793,60
Ronald Pennington,2370236,1626378,8/15/2020,17710,"Verona Walk, FL",Single Car Accident,08/15/2020,01/23/2021,10648,17586,0,7381678,35
Benton Velasco,5607752,8135147,8/27/2020,20484,"Adrian, GA",Auto Theft,08/31/2020,02/04/2021,14618,22325,0,7648399,62
Kathleen Tassone,7926812,3910532,6/28/2020,65758,"Seven Devils, NC",Auto Theft,07/05/2020,01/30/2021,119279,54858,0,4315379,33
Alexis Zimmerman,5971351,1876402,7/16/2020,93926,"Lineville, IA",Bike & Car Accident,07/20/2020,04/25/2021,11624,39583,1,9359723,57
Jeffrey Lasala,4969796,4868405,10/3/2020,25669,"Athalia, OH",Hit and Run,10/05/2020,10/15/2020,13030,23551,1,3061513,22
Amanda Laird,3113973,4378593,4/11/2020,25375,"Heppner, OR",Single Car Accident,04/11/2020,02/13/2021,11687,16062,1,4761820,16
Flora Williams,5873313,3784905,10/21/2020,94930,"Fountain, MN",Auto Theft,01/13/2021,01/13/2021,107312,37217,0,6232567,22
Francisco Randall,6729177,7602717,1/6/2020,28608,"North Zanesville, OH",Bike & Car Accident,01/08/2020,10/29/2020,1476,7378,0,3384330,29
Melinda Fisher,5454431,7717313,11/28/2020,47729,"Hayesville, NC",Bike & Car Accident,11/30/2020,01/11/2021,39073,58526,0,8813483,63
Arlean Toothman,6804604,8855142,8/22/2020,16360,"Walker, MN",Single Car Accident,08/25/2020,10/22/2020,7903,21035,0,2044067,18
Stephanie Gardner,3740094,4413013,9/5/2020,16899,"Northlake, IL",Auto Theft,09/05/2020,12/10/2020,38733,42140,0,9985292,53
Amanda Laird,3113973,7575678,4/11/2020,25375,"Heppner, OR",Single Car Accident,04/11/2020,02/13/2021,11687,16062,0,1459591,16
Francisco Randall,6729177,7602717,1/6/2020,28608,"North Zanesville, OH",Bike & Car Accident,01/08/2020,10/29/2020,1476,7378,0,6892675,29
Scott Sanchez,9519151,4378593,6/2/2020,74429,"Wake Village, TX",Auto Theft,11/27/2020,12/11/2020,12652,46328,0,7313667,19
Laura Thompson,8253399,2091539,3/28/2020,53518,"Wolverton, MN",Multiple Car Accident,05/19/2021,07/05/2021,12926,59239,0,7187600,24
Roosevelt Achenbach,2625386,2978502,10/19/2020,53796,"Cedarhurst, NY",Auto Theft,01/01/2021,04/14/2021,14821,38639,0,6532191,35
Jutta Factor,4540056,9808031,11/9/2020,70447,"North Loup, NE",Multiple Car Accident,12/10/2020,04/26/2021,2646,37898,0,3620331,21
Christopher Vitiello,2998515,5582314,3/28/2020,19743,"Hewlett, NY",Bike & Car Accident,03/24/2021,04/18/2021,4479,49817,0,3926393,52
Gabrielle Bonds,3579084,5075813,4/20/2020,96430,"Arlington, MN",Auto Theft,06/28/2021,07/08/2021,6562,25486,0,9742400,37
Candy Miles,2840184,8859274,2/18/2020,18960,"Easton, KS",Multiple Car Accident,04/02/2021,05/28/2021,15888,42583,0,6434573,60
Angela Miller,8914843,6380719,5/23/2020,37228,"Iroquois Point, HI",Hit and Run,04/13/2021,07/03/2021,5623,56589,0,7518331,44
Alexis Zimmerman,6450147,1876402,7/16/2020,16425,"Kenilworth, IL",Hit and Run,04/26/2021,04/27/2021,4265,39583,0,7254759,57
Jeffrey Lasala,4969796,4323529,10/3/2020,71626,"Centerfield, UT",Auto Theft,01/13/2021,05/15/2021,4405,23551,0,6457813,22
Amanda Laird,3113973,7575678,4/11/2020,79686,"Olyphant, PA",Multiple Car Accident,03/28/2021,04/29/2021,2702,16062,0,2787985,16
Francisco Randall,6729177,7602717,1/6/2020,40385,"Westfield, IL",Bike & Car Accident,01/06/2021,04/06/2021,14468,7378,0,8718382,29
Stephanie Gardner,3740094,4413013,9/5/2020,15827,"Vilas, CO",Auto Theft,10/14/2020,01/01/2021,15592,42140,0,8619955,53
Scott Sanchez,9519151,4378593,6/2/2020,33902,"Selma, AL",Auto Theft,11/04/2020,06/18/2021,8345,46328,0,6501760,19
Frank Flatt,3678412,3366632,2/18/2020,61491,"Kopperston, WV",Hit and Run,04/13/2021,07/10/2021,7116,57951,0,5580992,51
Rachel Garris,7490415,4516088,8/3/2020,28741,"Kelly, WY",Hit and Run,05/16/2021,06/29/2021,19510,16203,0,3686055,29
James Jeffords,7357803,6402032,2/27/2020,96074,"Robinhood, MS",Bike & Car Accident,02/27/2021,03/02/2021,16193,29208,0,1909222,35
Renee Artis,9831027,5216167,2/7/2020,31268,"San Marcos, TX",Auto Theft,12/14/2020,01/05/2021,18512,36965,0,7123027,44
James Gibson,7897623,1616134,7/13/2020,94666,"Jefferson Valley-Yorktown, NY",Hit and Run,11/02/2020,05/29/2021,4877,7836,0,6733660,56
Duncan Zeinert,7407019,6602236,3/8/2020,93855,"Oak Hills Place, LA",Hit and Run,12/04/2020,12/31/2020,9909,21350,0,4479582,20
Pamela Robinson,5815342,5021490,3/7/2020,26855,"South San Francisco, CA",Bike & Car Accident,06/25/2021,06/29/2021,4216,12330,0,7582219,32
Melinda Fisher,5454431,7717313,11/28/2020,85941,"Cold Spring, MN",Bike & Car Accident,03/21/2021,06/17/2021,4937,58526,0,1080237,63
William Ross,2345269,7388753,11/25/2020,83819,"Hutsonville, IL",Auto Theft,07/01/2021,07/10/2021,4398,53228,0,3744744,31
Julia Leaming,4788301,2698321,6/9/2020,43090,"Argonia, KS",Multiple Car Accident,01/05/2021,05/30/2021,14315,39831,0,3081445,36
Angela Miller,8914843,6380719,5/23/2020,93941,"Monroe, OR",Single Car Accident,03/21/2021,07/06/2021,9832,56589,0,4930882,44
Stephanie Gardner,3740094,4413013,9/5/2020,90974,"Honaunau-Napoopoo, HI",Hit and Run,11/23/2020,12/23/2020,6903,42140,0,1392460,53
