User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Stuart Coffey,5443795,6456974,2/24/2020,54010,"Biggers, AR",Bike & Car Accident,12/24/2020,05/17/2021,8506,24277,1,9641311,46
Henry Roloff,8085142,1319668,5/19/2020,87730,"Canjilon, NM",Auto Theft,08/13/2020,08/27/2021,5661,32196,0,9494446,25
Gladys Mcmullen,6076118,8123168,12/15/2020,73723,"Torrey, UT",Auto Theft,07/01/2021,07/01/2021,12546,23437,1,4406575,19
Donald Ehrlich,3234361,3121321,2/17/2020,51788,"Eustis, FL",Multiple Car Accident,02/13/2021,04/08/2021,14524,23492,0,7945914,56
Wayne Hester,5013851,7512650,8/9/2020,66004,"Midway North, TX",Bike & Car Accident,09/17/2021,11/19/2021,9568,30914,0,4905308,51
Florence Arias,9269644,2076336,12/6/2020,56806,"Wyoming, MI",Single Car Accident,07/18/2021,08/07/2021,3213,34218,0,9175961,21
Martha West,2342040,1312342,5/9/2020,54320,"Phillipsburg, GA",Bike & Car Accident,10/06/2021,11/20/2021,5772,54700,1,6993156,43
Timothy Helder,9658567,9968155,4/6/2020,66165,"Summit, NJ",Auto Theft,03/21/2021,06/28/2021,17088,31406,0,1360364,49
Anthony Merriman,4676425,1312342,1/5/2020,91994,"Formoso, KS",Bike & Car Accident,07/25/2021,07/27/2021,15708,43864,1,3853278,30
Paul Miller,7270036,1058161,10/10/2020,44422,"Langhorne Manor, PA",Multiple Car Accident,11/16/2021,11/21/2021,8488,31820,0,7112983,50
Ida Jones,3108046,1861625,10/23/2020,31045,"Naylor, MO",Multiple Car Accident,09/28/2021,11/06/2021,9698,5275,0,4134919,20
Mary Aguilar,6279187,6084884,10/2/2020,69500,"Seville, CA",Hit and Run,11/30/2020,08/18/2021,15130,38426,0,6561259,42
Mary Barnes,6076118,8123168,4/9/2020,20055,"Bayview, TX",Bike & Car Accident,09/29/2020,05/26/2021,8073,21055,1,5284171,28
Ken Vandehey,5679498,5104501,1/22/2020,60723,"Geneva, NY",Bike & Car Accident,06/01/2020,10/28/2021,6630,27018,0,5719388,21
Sarah Cardello,3037120,6456974,1/2/2020,88487,"Empire, NV",Multiple Car Accident,12/22/2020,01/04/2021,10795,30766,1,6088847,23
Jeffrey Burke,8544531,7787103,9/17/2020,63567,"Naturita, CO",Multiple Car Accident,08/03/2021,10/03/2021,15627,43560,0,5779309,54
Patricia Garza,1257307,2461173,11/1/2020,41089,"Granjeno, TX",Multiple Car Accident,04/21/2021,09/23/2021,7049,22686,0,6095281,50
Reinaldo Arthur,6850437,5872298,11/3/2020,77624,"New Milford, NJ",Multiple Car Accident,11/26/2021,11/26/2021,9669,22639,1,9105553,31
Mila Stevens,5410507,9521951,8/21/2020,82533,"Martin, TN",Auto Theft,06/19/2021,10/17/2021,14653,22502,0,2401717,55
Charles Vinson,9969317,3522679,7/24/2020,47178,"Nashville, GA",Multiple Car Accident,01/01/2021,05/03/2021,16703,37993,0,3336073,43
Brenda Wilfong,4229935,9881452,9/1/2020,12871,"Maryhill, WA",Hit and Run,11/19/2021,11/22/2021,3811,13000,1,9197512,32
Todd Ettienne,4194153,9333002,7/21/2020,35927,"Carroll, NE",Hit and Run,12/05/2020,08/01/2021,7406,45647,0,2727314,54
Marjorie Sorrells,2232543,8053141,3/25/2020,42066,"Winthrop, IA",Auto Theft,11/09/2020,11/01/2021,9592,38406,0,2502042,47
Richard Westrick,4228924,4433227,2/9/2020,89752,"Keystone, SD",Auto Theft,02/12/2021,10/24/2021,18035,30545,0,7197758,53
Randy Bennett,7750400,7491685,8/18/2020,91600,"Icehouse Canyon, AZ",Single Car Accident,11/26/2021,11/26/2021,8487,8214,0,3474734,52
Brandon Petersen,6238766,4645287,5/4/2020,92871,"Plumas Lake, CA",Auto Theft,11/06/2021,11/14/2021,13762,36757,0,7335803,55
Betty Hofer,1792662,7654977,9/8/2020,56457,"Groveport, OH",Multiple Car Accident,08/12/2021,10/04/2021,15855,35472,1,3908047,52
David Johnson,4230643,1560210,11/23/2020,41921,"Nunda, SD",Bike & Car Accident,05/29/2021,10/11/2021,11006,27826,1,5781234,44
Christie Williams,1956471,6702599,3/8/2020,31206,"Alpine Northwest, WY",Single Car Accident,12/21/2020,07/21/2021,14033,51446,0,1374561,24
Susan Melton,7683377,9661676,11/5/2020,30556,"Amherst, CO",Multiple Car Accident,12/06/2020,11/05/2021,13826,26462,0,5082866,25
Evangelina Mckay,7928078,1027759,9/24/2020,19774,"Nanakuli, HI",Single Car Accident,05/09/2021,11/18/2021,7894,31312,1,9226962,23
Alexander Felts,1706150,8909489,12/1/2020,12171,"Fountain Valley, CA",Bike & Car Accident,01/26/2021,04/14/2021,2861,9414,0,6575450,23
Maria Shuttleworth,8500688,3119553,4/6/2020,51197,"Gary, IN",Auto Theft,09/01/2021,10/08/2021,15525,23445,0,7000948,41
Jacqueline Guess,3597849,2034523,10/8/2020,52350,"Fairdealing, MO",Bike & Car Accident,04/10/2021,05/27/2021,3183,56517,0,4782271,34
Evelyn Troupe,4669899,7003378,11/28/2020,79949,"Healy, KS",Multiple Car Accident,09/25/2021,09/27/2021,18976,46497,0,5566906,54
Jacqueline Guess,3597849,2034523,10/8/2020,52350,"Fairdealing, MO",Bike & Car Accident,04/10/2021,05/27/2021,3183,56517,0,5745806,34
Craig Crane,2421769,5980210,1/18/2020,84223,"Aldora, GA",Hit and Run,11/04/2020,11/08/2021,7930,9926,0,6513987,64
John Vines,5855665,7654977,3/18/2020,31546,"Spring Grove, PA",Single Car Accident,08/26/2021,09/03/2021,3457,55855,0,8116904,58
Timothy Faria,7075338,8523160,1/14/2020,59481,"Pasadena Hills, MO",Auto Theft,12/29/2020,08/27/2021,19107,14666,0,5603326,51
Evelyn Troupe,4669899,7003378,11/28/2020,66089,"Agency Village, SD",Hit and Run,01/25/2021,03/05/2021,19955,46497,0,6546671,54
Estelle Avalos,7968692,2910263,1/27/2020,24884,"Shrewsbury, WV",Bike & Car Accident,12/03/2020,08/11/2021,13439,54524,0,2896700,53
Henry Roloff,8085142,1319668,5/19/2020,41025,"Lynn, IN",Hit and Run,01/16/2021,06/19/2021,8170,32196,0,4828696,25
Wayne Hester,5013851,7512650,8/9/2020,64674,"Raven, VA",Hit and Run,03/13/2021,09/15/2021,9343,30914,0,8723156,51
Martha West,2342040,7150698,5/9/2020,22010,"White Bluff, TN",Single Car Accident,01/28/2021,02/16/2021,16227,54700,0,2487162,43
Ken Vandehey,5679498,5104501,1/22/2020,25139,"Lehi, UT",Auto Theft,04/15/2021,07/13/2021,5394,27018,0,7916866,21
Jeffrey Burke,8544531,7787103,9/17/2020,41609,"Sibley, IA",Hit and Run,02/11/2021,08/16/2021,12452,43560,0,9209980,54
Reinaldo Arthur,6850437,5872298,11/3/2020,93799,"Proctorville, OH",Multiple Car Accident,12/01/2020,05/05/2021,8184,22639,0,3426433,31
Charles Vinson,9969317,3522679,7/24/2020,57257,"Arimo, ID",Bike & Car Accident,09/03/2021,11/13/2021,2963,37993,0,9333639,43
Todd Ettienne,4194153,9333002,7/21/2020,96834,"Mulberry, OH",Hit and Run,05/19/2021,11/06/2021,14971,45647,0,7170007,54
Brandon Petersen,6238766,4645287,5/4/2020,14023,"West Babylon, NY",Bike & Car Accident,10/23/2020,11/08/2020,6804,36757,0,4678885,55
Evelyn Troupe,4669899,7003378,11/28/2020,95686,"Beaver Creek, MN",Single Car Accident,09/12/2021,10/07/2021,6735,46497,0,3217664,54
George Keys,2895379,5351414,5/27/2020,89553,"Arnold, CA",Single Car Accident,04/01/2021,05/13/2021,16912,22383,0,8885825,30
Martha Burns,6822585,7362780,10/21/2020,41207,"Metamora, IN",Single Car Accident,12/04/2020,06/06/2021,13014,30410,0,5125493,19
Randy Bennett,7750400,7491685,8/18/2020,78380,"Cameron, MO",Auto Theft,06/22/2021,06/30/2021,11239,8214,0,2169939,52
Christie Williams,1956471,6702599,3/8/2020,91849,"Mesilla, NM",Auto Theft,02/16/2021,09/17/2021,3219,51446,0,8606225,24
Alexander Felts,1706150,8909489,12/1/2020,27052,"Campbell, CA",Auto Theft,02/03/2021,03/01/2021,17070,9414,0,2027231,23
Craig Crane,2421769,5980210,1/18/2020,25878,"Northwest, NC",Auto Theft,11/11/2020,03/05/2021,17387,9926,0,6296976,64
