User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Sheila Terry,8655895,8350398,9/17/2020,73115,"Butlertown, MD",Hit and Run,09/20/2020,05/17/2021,12824,16219,1,9856694,56
Charles Livings,7969755,3700022,5/9/2020,91760,"Grover, NC",Multiple Car Accident,05/11/2020,04/26/2021,15644,37741,0,8419771,64
Melvin Crowe,9706206,9747127,2/28/2020,58826,"Kingston, MO",Auto Theft,02/28/2020,05/30/2020,22452,53012,1,9561314,34
Brett Robinson,7261632,1482428,11/18/2020,98359,"Millbrook, AL",Single Car Accident,11/20/2020,06/09/2021,10139,12146,0,8130881,60
Kathryn Hildebrand,6477575,3110705,9/24/2020,91120,"Phoenicia, NY",Hit and Run,09/24/2020,05/24/2021,10150,37316,0,5262578,36
Colleen Harr,4549668,4013601,8/7/2020,67134,"San Castle, FL",Hit and Run,08/10/2020,10/13/2020,6127,7204,0,8827555,16
Aaron Watson,3873422,9747127,2/18/2020,26742,"Owensboro, KY",Bike & Car Accident,02/23/2020,07/17/2020,11222,17237,1,3604837,38
Hector Childs,1346997,2913563,10/9/2020,85833,"Flordell Hills, MO",Bike & Car Accident,10/13/2020,05/14/2021,27753,59701,0,8055558,56
Thomas Guerin,5885802,8350398,5/28/2020,63949,"Valley Cottage, NY",Auto Theft,06/03/2020,09/15/2020,21631,54620,1,1280162,29
Rosa Chandler,9803424,8324203,10/27/2020,57787,"Sawyerwood, OH",Hit and Run,11/01/2020,06/14/2021,33584,46052,0,5567440,29
Tim Peterson,1946138,6012007,2/26/2020,69496,"Clear Lake, MN",Bike & Car Accident,03/03/2020,08/01/2020,3084,9408,1,6054021,19
Carl Harding,8747555,7201373,8/18/2020,63971,"East Hope, ID",Multiple Car Accident,08/18/2020,01/07/2021,4070,7397,1,8718050,18
Shawn Houston,7121118,7969168,8/11/2020,25373,"O'Kean, AR",Bike & Car Accident,08/15/2020,02/03/2021,1174,5208,1,4369278,51
Charlene Mclain,3659473,2685314,8/23/2020,30362,"Garceno, TX",Bike & Car Accident,08/28/2020,02/22/2021,9811,31534,0,5978646,64
Clyde Williams,4621510,6930821,8/12/2020,20128,"Redford, NY",Multiple Car Accident,08/18/2020,03/03/2021,6739,15402,0,3801016,19
Jacob Guyton,6043736,1849899,10/18/2020,19274,"Pleasant Gap, PA",Hit and Run,10/19/2020,05/16/2021,23706,55560,0,6157447,46
Carol Guerrero,3554330,8191948,1/22/2020,96169,"Fairview, KS",Bike & Car Accident,01/27/2020,05/28/2020,21883,33823,1,3150543,58
Rita Pyles,9294561,1445460,11/27/2020,45309,"Bensley, VA",Auto Theft,11/30/2020,12/03/2020,12575,34770,1,7152033,23
Raymond Sherrod,3394624,6180845,1/28/2020,27046,"Shippensburg University, PA",Hit and Run,01/30/2020,12/05/2020,21457,30469,0,8437163,65
Maria Nyman,3138108,9532053,9/21/2020,26706,"Orchard, NE",Hit and Run,09/25/2020,05/18/2021,52258,53296,0,1624883,56
Rudolf Marks,1376575,4935681,8/3/2020,80703,"Moreno Valley, CA",Single Car Accident,08/03/2020,01/06/2021,49766,55051,1,2893770,26
Marvin Varos,1875779,2127984,7/11/2020,42329,"Louisburg, KS",Hit and Run,07/14/2020,12/24/2020,13797,33558,0,9732202,24
Melissa Horton,9896988,1107488,9/28/2020,77417,"Pingree, ND",Multiple Car Accident,10/01/2020,05/03/2021,21425,23150,0,6265689,25
Stanley Lopez,8438640,4507217,7/9/2020,71749,"Stevenson Ranch, CA",Single Car Accident,07/10/2020,11/04/2020,22470,31910,1,5639849,24
Gary Mcvay,6312814,2694936,12/14/2020,86615,"Chicopee, KS",Single Car Accident,12/19/2020,02/14/2021,14582,25366,0,4781928,29
Bill Edgerly,4449908,1366087,2/2/2020,52421,"Horizon West, FL",Hit and Run,02/05/2020,02/08/2020,6506,8157,0,9318519,58
Adriana Shiroma,3505552,4497588,11/18/2020,69078,"Hudson, IL",Bike & Car Accident,11/18/2020,02/08/2021,4544,5644,0,1903869,47
Helena Earls,9358191,2375992,5/7/2020,94258,"Mauckport, IN",Single Car Accident,05/08/2020,05/08/2020,4287,14795,0,6541463,26
Brian Taft,1449464,6530300,8/20/2020,84210,"Wilton, ND",Multiple Car Accident,08/22/2020,10/01/2020,1760,6764,0,8623956,60
Jim Norman,4996707,8285597,10/16/2020,21014,"Tazlina, AK",Bike & Car Accident,10/19/2020,12/23/2020,24559,45336,0,4132894,57
John Blackman,7793616,6400307,12/11/2020,80540,"Hobbs, NM",Multiple Car Accident,12/15/2020,02/08/2021,7664,21330,0,5528203,44
Johnny Pena,8601585,5793981,6/2/2020,43354,"Carbondale, KS",Hit and Run,06/07/2020,11/21/2020,24318,38027,0,9556339,57
Monica Thomas,9216583,6083874,5/17/2020,29041,"Bethalto, IL",Single Car Accident,05/21/2020,04/27/2021,10989,21108,0,1540073,29
Theresa Ellison,8344143,7727362,6/25/2020,50470,"Montebello, NY",Bike & Car Accident,03/26/2021,06/23/2021,5929,15090,0,4161501,63
Lynn Lopez,3071405,9001975,5/15/2020,92360,"Wetumpka, AL",Single Car Accident,01/18/2021,03/15/2021,14866,51560,0,1203189,62
Samuel English,7121118,1290770,12/18/2020,33219,"Lisle, IL",Multiple Car Accident,01/18/2021,06/06/2021,5906,18121,0,7771930,57
Felicia Montoya,1869550,4621416,1/11/2020,49762,"Blakely, GA",Multiple Car Accident,01/07/2021,06/21/2021,9265,32568,0,9494997,60
Colleen Harr,4549668,4013601,8/7/2020,20502,"Gaffney, SC",Bike & Car Accident,04/15/2021,07/07/2021,14878,7204,0,9055598,16
Rosa Chandler,9803424,8324203,10/27/2020,67675,"Ainsworth, NE",Single Car Accident,06/08/2021,06/22/2021,7718,46052,0,2671006,29
Tim Peterson,7152207,6012007,2/26/2020,53295,"Clemson, SC",Single Car Accident,03/03/2021,05/09/2021,13989,9408,0,1187935,19
Carol Guerrero,8329263,8191948,1/22/2020,43935,"North Wilkesboro, NC",Hit and Run,05/16/2021,05/17/2021,2313,33823,0,9129779,58
Rita Pyles,9294561,6691960,11/27/2020,17781,"Boulder Hill, IL",Multiple Car Accident,03/05/2021,05/02/2021,14774,34770,0,1226657,23
Rudolf Marks,1376575,4935681,8/3/2020,29243,"Grand Beach, MI",Multiple Car Accident,03/20/2021,05/27/2021,2445,55051,0,8613418,26
Melissa Horton,9896988,1107488,9/28/2020,66134,"Sweet Home, AR",Bike & Car Accident,04/25/2021,07/03/2021,14057,23150,0,6363122,25
Bill Edgerly,4449908,1366087,2/2/2020,57539,"Pawtucket, RI",Multiple Car Accident,04/09/2021,05/10/2021,2494,8157,0,4720637,58
Adriana Shiroma,3505552,4497588,11/18/2020,52473,"Odum, GA",Hit and Run,04/23/2021,05/08/2021,19006,5644,0,4920883,47
Jim Norman,4996707,8285597,10/16/2020,66695,"Fall River, MA",Single Car Accident,12/30/2020,01/11/2021,13618,45336,0,9514693,57
Duane Chaffin,9274112,1615118,3/8/2020,87986,"Winter Park, CO",Single Car Accident,05/11/2021,07/11/2021,15314,16972,0,3034603,60
George Opie,9296665,9012473,8/24/2020,29435,"Ferrysburg, MI",Multiple Car Accident,06/15/2021,06/17/2021,9332,17090,0,3969635,38
Johnny Pena,8601585,5793981,6/2/2020,73157,"Dundee, IA",Auto Theft,12/17/2020,07/04/2021,4046,38027,0,1699323,57
Charles Livings,7969755,3700022,5/9/2020,69258,"Remington, VA",Bike & Car Accident,06/29/2021,07/08/2021,5493,37741,0,1754612,64
Brett Robinson,7261632,1482428,11/18/2020,34803,"Coto Laurel, PR",Multiple Car Accident,05/28/2021,06/29/2021,13752,12146,0,2335837,60
Jacob Guyton,6043736,1849899,10/18/2020,53138,"Goodland, IN",Multiple Car Accident,04/02/2021,04/23/2021,13286,55560,0,3125334,46
Raymond Sherrod,3394624,6180845,1/28/2020,98919,"Presquille, LA",Bike & Car Accident,04/09/2021,04/17/2021,7886,30469,0,7970844,65
Monica Thomas,9216583,6083874,5/17/2020,70126,"Van Tassell, WY",Single Car Accident,05/28/2021,07/05/2021,11066,21108,0,3770158,29
Marvin Varos,1875779,2127984,7/11/2020,19076,"La Esperanza, TX",Multiple Car Accident,02/08/2021,02/23/2021,13831,33558,0,4994416,24
Gary Mcvay,6312814,2694936,12/14/2020,56637,"Buda, IL",Bike & Car Accident,02/07/2021,04/05/2021,6974,25366,0,3486639,29
