User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Donald Baum,3420966,5248230,9/25/2020,96999,"Haven, KS",Hit and Run,12/25/2020,08/13/2021,13120,41224,0,8736407,59
Jason Nelson,5391006,9891282,8/23/2020,43714,"Beech Bottom, WV",Multiple Car Accident,10/27/2021,11/11/2021,17253,56779,1,3293969,64
Mary Moore,4147658,5793048,2/4/2020,60879,"Good Hope, CA",Single Car Accident,11/13/2020,11/18/2020,7615,14741,0,1567992,62
John Quinones,5156539,7514365,8/5/2020,19357,"Soudersburg, PA",Hit and Run,10/16/2020,04/27/2021,19997,7636,0,4899690,45
Ronald Gosnell,6465951,7915119,12/10/2020,89944,"Oreland, PA",Auto Theft,07/04/2021,07/24/2021,13635,46519,0,9709746,34
Adele Gray,9173236,6107926,12/26/2020,18622,"Linden, WI",Auto Theft,08/29/2021,09/27/2021,3966,19617,0,5859564,26
Mary Oros,2715326,4619979,3/11/2020,95728,"Delton, MI",Bike & Car Accident,08/04/2021,08/22/2021,7473,34147,0,2824294,47
Wanda Dardon,5391006,4748345,10/6/2020,50549,"Lost Creek, WV",Auto Theft,05/13/2021,09/17/2021,11221,37251,1,1230581,54
Lourdes Hayward,2858429,9625896,9/12/2020,45667,"Coffeen, IL",Hit and Run,01/14/2021,01/23/2021,19120,8251,0,8406184,61
Anita Workman,1334838,4876085,12/6/2020,69512,"Laurel Hill, FL",Multiple Car Accident,05/29/2021,10/31/2021,6421,18768,0,8029985,19
William Milewski,4806203,3179097,6/4/2020,35034,"Shueyville, IA",Hit and Run,09/07/2020,07/21/2021,4575,46833,0,6130908,36
Gerald Roth,4462104,3070506,4/9/2020,71094,"Savanna, IL",Auto Theft,07/07/2020,02/12/2021,9049,47716,0,7900582,60
Doris Heiliger,1250422,8975183,2/6/2020,24789,"Calais, ME",Multiple Car Accident,02/15/2020,11/21/2021,7732,24480,0,7442544,43
Clifford Walls,2197343,6967834,4/9/2020,98731,"Freeman, MO",Auto Theft,04/20/2021,04/27/2021,2337,11517,0,1595131,47
Kristie Vargas,2774290,8123729,11/13/2020,24277,"Runaway Bay, TX",Bike & Car Accident,05/10/2021,08/19/2021,13161,37927,1,8447421,64
Margaret Dowdy,4434627,9472168,9/25/2020,89601,"Priceville, AL",Auto Theft,02/28/2021,10/09/2021,16112,18983,1,3472380,63
Cheryl Gray,3631575,9198620,10/27/2020,57028,"Hershey, NE",Bike & Car Accident,11/19/2021,11/28/2021,9776,8224,1,5241218,24
Brian Washington,3306110,7298127,10/24/2020,84367,"Glade Spring, VA",Hit and Run,09/30/2021,11/28/2021,12375,18462,1,2008791,44
Andrew Alvarado,4305557,9960457,8/6/2020,16607,"Violet, LA",Bike & Car Accident,07/26/2021,08/08/2021,6761,53762,0,9212829,18
Hipolito Milner,6349543,1813496,1/2/2020,27353,"Mucarabones, PR",Multiple Car Accident,04/23/2021,05/04/2021,6549,26134,1,7187537,49
Drew Avery,9902118,6313742,6/26/2020,76181,"East Valley, NV",Hit and Run,10/04/2020,11/03/2020,10632,53782,1,8913448,27
Helen Mccullough,6902534,2618434,11/22/2020,57046,"Pierre Part, LA",Auto Theft,11/05/2021,11/07/2021,7204,23363,1,8661620,25
Kenneth Abrego,9538640,1921193,1/11/2020,50521,"Newport, RI",Auto Theft,12/08/2020,05/26/2021,16944,34292,1,8834822,44
Vincent Nies,5329088,2667560,6/20/2020,70701,"Bay Springs, MS",Auto Theft,08/06/2021,09/30/2021,6792,35133,0,1532051,41
Alicia Cobb,9357743,6942709,8/22/2020,77300,"Muscoda, WI",Bike & Car Accident,04/07/2021,10/12/2021,13940,13521,1,2591573,32
Elizabeth Dunne,2040189,9904319,3/9/2020,51290,"Rensselaer, MO",Multiple Car Accident,12/07/2020,11/09/2021,10101,32289,0,9291452,47
Charles Sayers,9421308,6882374,5/24/2020,59707,"Merritt Park, NY",Auto Theft,11/13/2021,11/21/2021,6583,21371,0,8703140,50
Tricia Boeke,6822513,8316532,6/4/2020,36633,"West Logan, WV",Bike & Car Accident,10/20/2021,11/27/2021,5894,38363,0,1971341,53
James Kenney,3933796,8486654,6/23/2020,56834,"Blanford, IN",Hit and Run,05/23/2021,10/14/2021,11948,9426,0,5428384,48
Jerry Andrews,6024710,4171515,9/25/2020,93014,"Montara, CA",Auto Theft,01/18/2021,11/23/2021,5930,26578,0,7390330,29
Tosha Gallant,6284598,9451952,7/27/2020,25575,"Absarokee, MT",Bike & Car Accident,09/11/2021,10/17/2021,4572,33106,0,9054841,24
Amber Felix,2649012,4059494,7/10/2020,38687,"Hellertown, PA",Single Car Accident,08/27/2020,08/04/2021,13641,37771,0,7659888,65
Ernest Bradley,8504918,6157721,3/23/2020,82494,"Floral Park, NY",Hit and Run,05/20/2021,11/11/2021,13531,19696,0,7646779,31
Jose Conzemius,1252209,7325603,4/18/2020,97101,"Spearsville, LA",Hit and Run,05/07/2021,10/16/2021,6929,41441,0,1826332,58
John Durisseau,4842883,6107242,4/4/2020,20371,"North Adams, MA",Bike & Car Accident,12/31/2020,01/11/2021,10720,46412,0,1748956,56
Lakeisha Hauck,4911354,3704828,5/1/2020,16548,"Noorvik, AK",Bike & Car Accident,10/28/2021,11/05/2021,10354,35135,0,5503790,16
Clara Boone,6013963,5885421,1/19/2020,46227,"Edgewood, OH",Multiple Car Accident,11/11/2020,12/01/2020,11448,47555,0,7634714,48
Darren Rodriguez,6113492,4860686,3/7/2020,44721,"Ravenwood, MO",Auto Theft,09/04/2020,04/13/2021,7778,55598,0,5135225,59
Donald Baum,3420966,5248230,9/25/2020,69180,"Wainwright, OK",Single Car Accident,12/13/2020,02/21/2021,10655,41224,0,5465961,59
Wanda Dardon,6227725,4748345,10/6/2020,46049,"Grizzly Flats, CA",Bike & Car Accident,03/01/2021,11/24/2021,14749,37251,0,3080483,54
Gerald Roth,4462104,3070506,4/9/2020,52255,"New Jerusalem, PA",Auto Theft,11/26/2021,11/27/2021,14553,47716,0,1005299,60
Clifford Walls,2197343,6967834,4/9/2020,17739,"Clarkston, GA",Multiple Car Accident,10/13/2021,10/25/2021,12025,11517,0,4658620,47
Elizabeth Dunne,2040189,9904319,3/9/2020,11663,"Manchester Center, VT",Auto Theft,08/07/2021,09/16/2021,8313,32289,0,4012321,47
James Kenney,3933796,8486654,6/23/2020,93898,"Ursina, PA",Hit and Run,09/03/2021,11/28/2021,17139,9426,0,7055480,48
Amber Felix,2649012,4059494,7/10/2020,50277,"Seymour, TX",Bike & Car Accident,08/06/2020,01/29/2021,5169,37771,0,9287893,65
Mariano Whitten,3284875,2090105,4/28/2020,25406,"Sky Valley, GA",Bike & Car Accident,11/04/2021,11/20/2021,9006,47582,0,5204028,60
Lakeisha Hauck,4911354,3704828,5/1/2020,63653,"Eddington, PA",Auto Theft,11/18/2020,12/15/2020,18299,35135,0,4336844,16
Scott Seneca,3561695,4961316,5/12/2020,14399,"University Heights, OH",Multiple Car Accident,01/16/2021,05/12/2021,15334,57809,0,1977060,57
Anita Workman,1334838,4876085,12/6/2020,14146,"Reynoldsburg, OH",Hit and Run,08/23/2020,05/29/2021,11268,18768,0,2648727,19
Doris Heiliger,1250422,8975183,2/6/2020,82725,"West Hurley, NY",Multiple Car Accident,09/08/2021,09/18/2021,4847,24480,0,9057018,43
Andrew Alvarado,4305557,9960457,8/6/2020,21290,"Youngwood, PA",Multiple Car Accident,08/07/2020,10/02/2021,10828,53762,0,3619312,18
Drew Avery,9902118,9526671,6/26/2020,55879,"Lincoln, ND",Auto Theft,05/08/2021,09/17/2021,9467,53782,0,4162661,27
Helen Mccullough,8961442,2618434,11/22/2020,28329,"Bentley, IL",Hit and Run,12/18/2020,02/10/2021,4782,23363,0,4350366,25
Theresa Watts,9357743,3665597,8/21/2020,47410,"Crane, IN",Multiple Car Accident,09/21/2021,10/09/2021,3131,22372,0,5538615,41
Adele Gray,9173236,6107926,12/26/2020,18381,"Clarion, PA",Auto Theft,06/12/2021,11/08/2021,2068,19617,0,3522025,26
Mary Oros,2715326,4619979,3/11/2020,10061,"Bartonville, IL",Auto Theft,09/29/2021,11/10/2021,9066,34147,0,3749588,47
Alicia Cobb,5524359,6942709,8/22/2020,54437,"Wamic, OR",Multiple Car Accident,07/14/2021,09/09/2021,15254,13521,0,8541964,32
