User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Linda Wagner,3654352,9451091,12/13/2020,20240,"Cyrus, MN",Bike & Car Accident,10/16/2021,11/05/2021,7504,27170,0,3829559,25
Brandy Largent,9365916,7248381,7/12/2020,93446,"Neptune City, NJ",Hit and Run,05/18/2021,05/22/2021,5898,52680,0,6550138,40
Larry Lane,3429006,2773296,3/21/2020,46844,"West Leipsic, OH",Bike & Car Accident,03/20/2021,08/15/2021,11230,34635,0,4191899,16
Thomas Welch,6801147,3873859,7/11/2020,89993,"Kearny, NJ",Single Car Accident,09/02/2021,10/27/2021,10362,37920,0,4769639,61
Roderick Smith,5072908,2510018,12/28/2020,30057,"St. Maries, ID",Hit and Run,01/28/2021,05/05/2021,6476,35756,0,5808000,26
Floyd Butler,7787792,1046306,7/13/2020,47496,"Centerville, TN",Multiple Car Accident,10/03/2020,03/10/2021,11028,8062,0,2094709,53
Jeffrey Chech,7100471,3624606,12/6/2020,69552,"Broken Bow, NE",Hit and Run,10/17/2020,09/22/2021,2260,45907,0,4634703,29
William Cena,5283970,5981748,10/28/2020,72581,"Seville, CA",Single Car Accident,04/07/2021,10/13/2021,14802,48036,0,2477927,52
Richard Hu,8303786,4558750,3/7/2020,80215,"Indian Hills, TX",Multiple Car Accident,12/03/2020,04/01/2021,8143,41138,0,3124317,54
Jose Render,2457758,3151604,2/28/2020,84104,"Braceville, IL",Bike & Car Accident,03/28/2021,05/26/2021,19618,43961,0,7117774,40
