User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Leroy Slattery,6715757,7162621,9/11/2020,69485,"Lake Belvedere Estates, FL",Multiple Car Accident,12/06/2020,12/06/2020,3420,9898,0,8049165,49
Marlon Bailey,4718722,4332334,1/13/2020,76498,"Demorest, GA",Auto Theft,07/15/2020,03/12/2021,16779,47633,1,7314164,33
William Patterson,4192482,2077087,7/4/2020,14049,"Samoa, CA",Hit and Run,07/24/2020,12/22/2020,7735,50226,0,2291212,32
David Jimenez,9192021,9489766,12/19/2020,16023,"Parker, FL",Bike & Car Accident,04/26/2021,06/22/2021,4629,57267,1,6452780,50
Michael Sampson,2703728,8863129,7/13/2020,55995,"James Town, WY",Bike & Car Accident,09/12/2020,04/13/2021,6250,42303,1,8580557,48
James Mccormick,2673984,5035326,2/28/2020,84500,"Welcome, SC",Bike & Car Accident,01/25/2021,04/28/2021,9567,9388,0,2464659,44
Joe Swift,4535944,6468138,5/13/2020,91043,"Ellicott, CO",Multiple Car Accident,09/01/2020,02/02/2021,13925,21003,1,9766617,64
Dennis Jarrell,7883197,2319804,6/4/2020,23438,"Belmore, OH",Bike & Car Accident,05/21/2021,06/02/2021,9089,46669,0,5559534,30
Terry Streett,9990928,3829943,8/12/2020,50039,"Baldwin, WI",Bike & Car Accident,01/13/2021,04/14/2021,10839,11471,0,7346767,16
Tatum Longwell,4987605,6793580,2/26/2020,88037,"Tahlequah, OK",Hit and Run,01/11/2021,05/18/2021,12005,54363,1,4158780,27
Willie Olson,8360122,9267420,3/27/2020,32272,"Lavonia, GA",Bike & Car Accident,12/28/2020,01/25/2021,15718,31681,1,5199906,58
Ben Sasser,5344198,7456619,11/3/2020,69521,"New Liberty, IA",Single Car Accident,07/01/2021,07/01/2021,13061,46646,1,4051672,30
Hien Shaw,9614010,3265395,10/28/2020,16302,"North River, ND",Multiple Car Accident,05/17/2021,06/02/2021,19478,7576,1,1018538,65
Daniel Lewis,1199384,9592176,5/8/2020,23309,"Salem, OH",Single Car Accident,05/10/2020,07/03/2020,18841,32724,0,4102133,33
Thomas Bruce,4802231,7379040,3/18/2020,10661,"Yutan, NE",Hit and Run,02/15/2021,06/09/2021,12086,31153,0,9831641,37
Nicolas Prins,3018450,3309244,1/16/2020,38703,"Milroy, IN",Bike & Car Accident,04/27/2020,09/23/2020,13077,17028,0,7636512,57
Ruth Schmid,9614010,9967190,1/25/2020,70806,"Plymouth, CA",Hit and Run,04/18/2020,09/14/2020,6783,26493,1,8388844,43
Lincoln Ludlam,5344198,2262079,6/15/2020,23620,"Manito, IL",Single Car Accident,10/23/2020,11/15/2020,4403,48836,1,9736850,21
Heidi Bolebruch,9623820,9267420,8/28/2020,49917,"Weeki Wachee, FL",Hit and Run,04/19/2021,04/19/2021,17903,39236,1,9136785,38
Nathan Green,7899189,6793580,11/28/2020,64653,"Duffield, VA",Bike & Car Accident,12/07/2020,04/11/2021,16995,54597,1,7789632,59
Robert Hill,3582200,9504651,5/8/2020,28945,"Navarre Beach, FL",Auto Theft,07/01/2021,07/01/2021,5326,39410,0,4871690,51
Jean Butterfield,9343978,5480903,2/5/2020,56570,"Sebewaing, MI",Auto Theft,02/28/2021,06/26/2021,17136,12349,0,4614390,23
Brent Adams,4535944,6468138,7/8/2020,89319,"Latexo, TX",Bike & Car Accident,10/28/2020,12/29/2020,3409,54270,1,1710528,47
Brandon Hobden,1310083,8439825,7/5/2020,32059,"Sanford, ME",Single Car Accident,09/10/2020,04/13/2021,14576,18070,0,9594053,61
Phillip Eubanks,7559419,8863129,9/15/2020,30964,"Blaine, WA",Auto Theft,02/28/2021,03/16/2021,2777,52693,1,8904192,39
Billy Farmer,5118995,9489766,3/19/2020,58260,"Janesville, WI",Auto Theft,05/09/2020,02/07/2021,18538,28497,1,6652637,56
Jessica Boese,7477255,7405064,8/20/2020,18025,"Emory, VA",Hit and Run,09/15/2020,10/31/2020,12437,22218,0,9185209,52
Roger Benedict,4718722,4466290,6/10/2020,39094,"Belle Rive, IL",Bike & Car Accident,11/03/2020,03/19/2021,9054,17864,1,4786510,38
Lynette Carr,5969979,1482045,5/1/2020,87320,"Millis-Clicquot, MA",Bike & Car Accident,06/04/2020,11/08/2020,5175,48572,0,6097146,36
Terrence Wainwright,9468120,2166059,2/4/2020,46396,"Naugatuck, CT",Multiple Car Accident,02/28/2020,09/28/2020,17250,39776,1,6327510,22
Andre Lewis,9700624,5900133,4/11/2020,93537,"Village Green-Green Ridge, PA",Auto Theft,10/07/2020,03/06/2021,2679,10279,0,5726330,64
Phyllis Romon,7414953,5043937,8/20/2020,16486,"Flanders, NY",Bike & Car Accident,03/21/2021,04/15/2021,15138,27878,0,4079348,52
Betty Hayes,6693952,1677375,8/26/2020,95933,"Daisetta, TX",Hit and Run,10/22/2020,12/13/2020,4619,29409,0,9892855,65
Lloyd Perry,1792241,7544853,10/24/2020,66803,"Andover, IA",Hit and Run,12/12/2020,05/24/2021,9515,46779,0,4666160,63
Angeline Marino,3506606,5403255,7/20/2020,35233,"Soap Lake, WA",Auto Theft,09/23/2020,01/22/2021,18917,40379,0,1936231,42
Neely Francois,9117292,3164105,9/8/2020,67830,"Glen Rose, TX",Hit and Run,05/09/2021,06/15/2021,11730,34076,0,8508572,17
Lois Johnson,8243063,6037184,7/17/2020,18353,"Irwin, SC",Hit and Run,04/05/2021,04/26/2021,18103,37771,1,2456057,57
Dean Lightfoot,8187119,3497422,7/1/2020,96560,"Cuyamungue, NM",Hit and Run,08/10/2020,11/04/2020,9886,9237,0,3345882,17
Christine Hartman,5470167,5173811,1/17/2020,81070,"Churchill, MT",Auto Theft,03/29/2021,04/20/2021,13100,55183,0,1076418,64
Jacinta Miracle,6256768,4606176,8/18/2020,63312,"Pymatuning North, PA",Auto Theft,04/07/2021,06/29/2021,15618,29436,0,2505924,47
Tony Milot,7102218,1922985,11/4/2020,93194,"DeLisle, MS",Hit and Run,12/07/2020,01/11/2021,18424,46057,1,7106883,55
Sarah Keen,1185427,2396056,12/1/2020,13055,"Salem, GA",Bike & Car Accident,06/27/2021,06/30/2021,14847,34468,0,5642042,49
William Rojo,9320728,9540171,5/13/2020,47690,"Middle Amana, IA",Hit and Run,01/12/2021,05/01/2021,13028,7919,0,4133097,36
Mary Lyons,2751649,7779176,5/14/2020,99197,"Kapalua, HI",Single Car Accident,06/07/2020,10/21/2020,19751,46993,1,9830028,19
Justin Mackenzie,6073200,4932336,12/5/2020,54303,"Loyal, WI",Auto Theft,03/05/2021,03/10/2021,9584,46187,0,5394199,42
Myrtle Gonzalez,5765317,3839944,2/25/2020,67472,"North Miami, FL",Auto Theft,07/31/2020,06/13/2021,7539,55287,0,1446745,38
Kim Carney,1856121,4102249,4/2/2020,34301,"Boothville, LA",Multiple Car Accident,07/28/2020,02/07/2021,10934,8492,1,1124710,40
Debra Kinder,7821443,7830660,7/1/2020,39557,"Mapleton, IA",Bike & Car Accident,05/11/2021,06/02/2021,8880,57944,1,5268297,43
Alice Nghiem,3240732,3727315,3/19/2020,13012,"Ivalee, AL",Hit and Run,05/18/2021,06/13/2021,16443,58548,0,3154038,51
Marie Dees,7111775,2337301,3/22/2020,91017,"Boiling Springs, PA",Hit and Run,04/24/2021,05/29/2021,19428,44236,0,7145342,30
Shelly Neira,8963363,8297401,4/6/2020,23182,"Panhandle, TX",Multiple Car Accident,10/03/2020,10/21/2020,19524,59759,0,9116589,65
Wilma Tyler,2669391,9429307,5/12/2020,68719,"Tuckerton, NJ",Single Car Accident,07/04/2020,09/02/2020,9369,26225,0,3957105,64
America Smith,2490222,8010634,3/3/2020,89135,"Sims, IN",Single Car Accident,03/25/2020,10/30/2020,9272,19367,0,2118397,49
Daniel Burkitt,6375862,3439390,9/25/2020,88325,"Moorefield, WV",Hit and Run,09/27/2020,07/01/2021,17759,41469,0,5669545,45
Andrew Kim,4511587,4939370,6/6/2020,14050,"Rohrsburg, PA",Bike & Car Accident,11/01/2020,04/14/2021,19838,17644,1,2430580,26
Brandon Bolin,3670766,3744485,1/13/2020,69913,"Bridgeport, IL",Multiple Car Accident,12/28/2020,06/13/2021,18526,24137,1,4040410,24
Kenneth Rosenblum,5386461,5390645,8/23/2020,61902,"Stratford, TX",Single Car Accident,09/01/2020,03/03/2021,4382,37076,0,1871535,26
Anthony Zielinski,5742596,2530608,11/20/2020,34848,"Lopezville, TX",Multiple Car Accident,04/02/2021,04/29/2021,12566,13658,0,8530187,29
Olivia Caulder,5599982,7062838,1/7/2020,15634,"East Massapequa, NY",Single Car Accident,05/08/2020,07/31/2020,4739,18420,1,4595971,41
Jean Gaydosh,6069489,8574157,4/27/2020,82807,"Belen, NM",Multiple Car Accident,06/10/2020,12/29/2020,15015,10421,0,5630554,55
Patricia Dense,1524723,6375381,12/10/2020,36293,"El Cerro, NM",Single Car Accident,12/29/2020,06/11/2021,17474,31697,1,1526640,44
Tammy Lama,2514917,1750041,7/16/2020,37469,"Hughesville, MD",Hit and Run,04/30/2021,06/26/2021,18902,37573,0,6013518,42
Pete Gillespie,4977012,6162505,10/7/2020,94018,"Grace City, ND",Multiple Car Accident,05/14/2021,06/16/2021,19980,14925,1,4555156,59
Eddy Davis,5132728,6663428,12/13/2020,82226,"Lincolnville, KS",Single Car Accident,05/19/2021,06/08/2021,17191,51198,0,3068354,36
Ramon Jones,1824831,7249249,7/4/2020,67936,"Winslow, NE",Bike & Car Accident,11/18/2020,12/14/2020,8163,47135,0,9585646,41
Leroy Smith,4657366,1002600,4/22/2020,38049,"Kingston, GA",Multiple Car Accident,06/21/2021,06/23/2021,9973,52474,0,5705284,44
Alvin Lavery,1084832,3035110,4/17/2020,76572,"Malinta, OH",Bike & Car Accident,08/08/2020,04/30/2021,17436,39777,0,2274676,64
Kathleen Powers,1558957,3892735,1/14/2020,11450,"Copperhill, TN",Multiple Car Accident,12/20/2020,06/26/2021,2511,29318,0,3853590,35
Marlene Hickman,5226331,2920409,2/4/2020,70636,"Prairie du Rocher, IL",Bike & Car Accident,12/13/2020,03/18/2021,16401,53510,0,1984923,41
Christopher Gilcrease,5446411,2465803,12/12/2020,31277,"Cliffdell, WA",Hit and Run,01/13/2021,02/04/2021,2620,59156,0,8376916,22
Debra Kinder,8256074,7830660,7/1/2020,39557,"Mapleton, IA",Bike & Car Accident,05/11/2021,06/02/2021,8880,57944,0,3378468,43
